,,,,All Type of Report (All Grades) for 02-Mar-2021 to 02-Mar-2026,,,
Maharashtra,Cereals,Wheat,09-08-2022,1107.00,Metric Tonnes,3062.49,Rs./Quintal
Maharashtra,Cereals,Wheat,10-08-2022,1271.00,Metric Tonnes,2739.46,Rs./Quintal
Maharashtra,Cereals,Wheat,11-08-2022,747.00,Metric Tonnes,2791.45,Rs./Quintal
Maharashtra,Cereals,Wheat,12-08-2022,1281.00,Metric Tonnes,2796.78,Rs./Quintal
Maharashtra,Cereals,Wheat,13-08-2022,1472.00,Metric Tonnes,2980.18,Rs./Quintal
Maharashtra,Cereals,Wheat,14-08-2022,75.00,Metric Tonnes,2302.37,Rs./Quintal
Maharashtra,Cereals,Wheat,15-08-2022,22.00,Metric Tonnes,2240.91,Rs./Quintal
Maharashtra,Cereals,Wheat,16-08-2022,1187.00,Metric Tonnes,2987.96,Rs./Quintal
Maharashtra,Cereals,Wheat,17-08-2022,1661.00,Metric Tonnes,2742.15,Rs./Quintal
Maharashtra,Cereals,Wheat,18-08-2022,1126.00,Metric Tonnes,2583.47,Rs./Quintal
Maharashtra,Cereals,Wheat,19-08-2022,665.00,Metric Tonnes,2607.82,Rs./Quintal
Maharashtra,Cereals,Wheat,20-08-2022,674.00,Metric Tonnes,2667.78,Rs./Quintal
Maharashtra,Cereals,Wheat,21-08-2022,135.00,Metric Tonnes,2619.04,Rs./Quintal
Maharashtra,Cereals,Wheat,22-08-2022,1820.00,Metric Tonnes,2867.77,Rs./Quintal
Maharashtra,Cereals,Wheat,23-08-2022,1405.00,Metric Tonnes,2755.07,Rs./Quintal
Maharashtra,Cereals,Wheat,24-08-2022,1667.00,Metric Tonnes,2827.91,Rs./Quintal
Maharashtra,Cereals,Wheat,25-08-2022,1031.00,Metric Tonnes,2765.98,Rs./Quintal
Maharashtra,Cereals,Wheat,26-08-2022,921.00,Metric Tonnes,3070.56,Rs./Quintal
Maharashtra,Cereals,Wheat,27-08-2022,348.00,Metric Tonnes,2848.26,Rs./Quintal
Maharashtra,Cereals,Wheat,28-08-2022,48.00,Metric Tonnes,2331.15,Rs./Quintal
Maharashtra,Cereals,Wheat,29-08-2022,383.00,Metric Tonnes,2530.06,Rs./Quintal
Maharashtra,Cereals,Wheat,30-08-2022,1268.00,Metric Tonnes,2842.64,Rs./Quintal
Maharashtra,Cereals,Wheat,31-08-2022,74.00,Metric Tonnes,3781.76,Rs./Quintal
Maharashtra,Cereals,Wheat,01-09-2022,311.00,Metric Tonnes,2325.54,Rs./Quintal
Maharashtra,Cereals,Wheat,02-09-2022,425.00,Metric Tonnes,2559.09,Rs./Quintal
Maharashtra,Cereals,Wheat,03-09-2022,734.00,Metric Tonnes,2617.12,Rs./Quintal
Maharashtra,Cereals,Wheat,04-09-2022,66.00,Metric Tonnes,2206.08,Rs./Quintal
Maharashtra,Cereals,Wheat,05-09-2022,823.00,Metric Tonnes,2904.16,Rs./Quintal
Maharashtra,Cereals,Wheat,06-09-2022,188.00,Metric Tonnes,2287.66,Rs./Quintal
Maharashtra,Cereals,Wheat,07-09-2022,1085.00,Metric Tonnes,2711.29,Rs./Quintal
Maharashtra,Cereals,Wheat,08-09-2022,991.00,Metric Tonnes,2736.33,Rs./Quintal
Maharashtra,Cereals,Wheat,09-09-2022,146.00,Metric Tonnes,2908.99,Rs./Quintal
Maharashtra,Cereals,Wheat,10-09-2022,981.00,Metric Tonnes,2866.40,Rs./Quintal
Maharashtra,Cereals,Wheat,11-09-2022,70.00,Metric Tonnes,2795.07,Rs./Quintal
Maharashtra,Cereals,Wheat,12-09-2022,822.00,Metric Tonnes,2931.25,Rs./Quintal
Maharashtra,Cereals,Wheat,13-09-2022,984.00,Metric Tonnes,2855.15,Rs./Quintal
Maharashtra,Cereals,Wheat,14-09-2022,280.00,Metric Tonnes,2763.03,Rs./Quintal
Maharashtra,Cereals,Wheat,15-09-2022,1241.00,Metric Tonnes,2688.24,Rs./Quintal
Maharashtra,Cereals,Wheat,16-09-2022,730.00,Metric Tonnes,2772.09,Rs./Quintal
Maharashtra,Cereals,Wheat,17-09-2022,955.00,Metric Tonnes,2880.62,Rs./Quintal
Maharashtra,Cereals,Wheat,18-09-2022,68.00,Metric Tonnes,2392.09,Rs./Quintal
Maharashtra,Cereals,Wheat,19-09-2022,1118.00,Metric Tonnes,2925.31,Rs./Quintal
Maharashtra,Cereals,Wheat,20-09-2022,1075.00,Metric Tonnes,2904.26,Rs./Quintal
Maharashtra,Cereals,Wheat,21-09-2022,171.00,Metric Tonnes,2605.37,Rs./Quintal
Maharashtra,Cereals,Wheat,22-09-2022,1118.00,Metric Tonnes,2823.63,Rs./Quintal
Maharashtra,Cereals,Wheat,23-09-2022,1125.00,Metric Tonnes,2805.55,Rs./Quintal
Maharashtra,Cereals,Wheat,24-09-2022,535.00,Metric Tonnes,2640.42,Rs./Quintal
Maharashtra,Cereals,Wheat,25-09-2022,76.00,Metric Tonnes,2317.76,Rs./Quintal
Maharashtra,Cereals,Wheat,26-09-2022,171.00,Metric Tonnes,2900.53,Rs./Quintal
Maharashtra,Cereals,Wheat,27-09-2022,945.00,Metric Tonnes,2854.50,Rs./Quintal
Maharashtra,Cereals,Wheat,28-09-2022,1092.00,Metric Tonnes,2756.67,Rs./Quintal
Maharashtra,Cereals,Wheat,29-09-2022,1255.00,Metric Tonnes,2792.02,Rs./Quintal
Maharashtra,Cereals,Wheat,30-09-2022,992.00,Metric Tonnes,2830.85,Rs./Quintal
Maharashtra,Cereals,Wheat,01-10-2022,723.00,Metric Tonnes,2947.01,Rs./Quintal
Maharashtra,Cereals,Wheat,02-10-2022,98.00,Metric Tonnes,2308.50,Rs./Quintal
Maharashtra,Cereals,Wheat,03-10-2022,810.00,Metric Tonnes,2766.34,Rs./Quintal
Maharashtra,Cereals,Wheat,04-10-2022,1442.00,Metric Tonnes,2856.88,Rs./Quintal
Maharashtra,Cereals,Wheat,05-10-2022,884.00,Metric Tonnes,3070.79,Rs./Quintal
Maharashtra,Cereals,Wheat,06-10-2022,1260.00,Metric Tonnes,2855.54,Rs./Quintal
Maharashtra,Cereals,Wheat,07-10-2022,537.00,Metric Tonnes,2724.72,Rs./Quintal
Maharashtra,Cereals,Wheat,08-10-2022,1112.00,Metric Tonnes,2858.16,Rs./Quintal
Maharashtra,Cereals,Wheat,09-10-2022,106.00,Metric Tonnes,2585.34,Rs./Quintal
Maharashtra,Cereals,Wheat,10-10-2022,1288.00,Metric Tonnes,2816.60,Rs./Quintal
Maharashtra,Cereals,Wheat,11-10-2022,230.00,Metric Tonnes,2763.39,Rs./Quintal
Maharashtra,Cereals,Wheat,12-10-2022,1057.00,Metric Tonnes,2816.36,Rs./Quintal
Maharashtra,Cereals,Wheat,13-10-2022,1364.00,Metric Tonnes,2789.19,Rs./Quintal
Maharashtra,Cereals,Wheat,14-10-2022,1246.00,Metric Tonnes,2855.57,Rs./Quintal
Maharashtra,Cereals,Wheat,15-10-2022,1046.00,Metric Tonnes,2861.96,Rs./Quintal
Maharashtra,Cereals,Wheat,16-10-2022,123.00,Metric Tonnes,2254.16,Rs./Quintal
Maharashtra,Cereals,Wheat,17-10-2022,1670.00,Metric Tonnes,2959.63,Rs./Quintal
Maharashtra,Cereals,Wheat,18-10-2022,1568.00,Metric Tonnes,2935.29,Rs./Quintal
Maharashtra,Cereals,Wheat,19-10-2022,1385.00,Metric Tonnes,2936.22,Rs./Quintal
Maharashtra,Cereals,Wheat,20-10-2022,1263.00,Metric Tonnes,2884.21,Rs./Quintal
Maharashtra,Cereals,Wheat,21-10-2022,1225.00,Metric Tonnes,2925.88,Rs./Quintal
Maharashtra,Cereals,Wheat,22-10-2022,1172.00,Metric Tonnes,3021.86,Rs./Quintal
Maharashtra,Cereals,Wheat,23-10-2022,97.00,Metric Tonnes,2968.56,Rs./Quintal
Maharashtra,Cereals,Wheat,24-10-2022,56.00,Metric Tonnes,3753.57,Rs./Quintal
Maharashtra,Cereals,Wheat,25-10-2022,194.00,Metric Tonnes,3356.20,Rs./Quintal
Maharashtra,Cereals,Wheat,26-10-2022,1204.00,Metric Tonnes,3072.99,Rs./Quintal
Maharashtra,Cereals,Wheat,27-10-2022,740.00,Metric Tonnes,3038.93,Rs./Quintal
Maharashtra,Cereals,Wheat,28-10-2022,441.00,Metric Tonnes,2925.06,Rs./Quintal
Maharashtra,Cereals,Wheat,29-10-2022,2629.00,Metric Tonnes,4472.04,Rs./Quintal
Maharashtra,Cereals,Wheat,30-10-2022,122.00,Metric Tonnes,2737.05,Rs./Quintal
Maharashtra,Cereals,Wheat,31-10-2022,1071.00,Metric Tonnes,2853.97,Rs./Quintal
Maharashtra,Cereals,Wheat,01-11-2022,1106.00,Metric Tonnes,2921.41,Rs./Quintal
Maharashtra,Cereals,Wheat,02-11-2022,896.00,Metric Tonnes,2887.55,Rs./Quintal
Maharashtra,Cereals,Wheat,03-11-2022,1325.00,Metric Tonnes,2943.18,Rs./Quintal
Maharashtra,Cereals,Wheat,04-11-2022,985.00,Metric Tonnes,2971.65,Rs./Quintal
Maharashtra,Cereals,Wheat,05-11-2022,1009.00,Metric Tonnes,2946.67,Rs./Quintal
Maharashtra,Cereals,Wheat,06-11-2022,142.00,Metric Tonnes,2702.69,Rs./Quintal
Maharashtra,Cereals,Wheat,07-11-2022,1281.00,Metric Tonnes,2982.27,Rs./Quintal
Maharashtra,Cereals,Wheat,08-11-2022,1101.00,Metric Tonnes,2982.29,Rs./Quintal
Maharashtra,Cereals,Wheat,09-11-2022,1332.00,Metric Tonnes,2960.60,Rs./Quintal
Maharashtra,Cereals,Wheat,10-11-2022,937.00,Metric Tonnes,2924.91,Rs./Quintal
Maharashtra,Cereals,Wheat,11-11-2022,1143.00,Metric Tonnes,2992.99,Rs./Quintal
Maharashtra,Cereals,Wheat,12-11-2022,453.00,Metric Tonnes,2947.75,Rs./Quintal
Maharashtra,Cereals,Wheat,13-11-2022,87.00,Metric Tonnes,2720.11,Rs./Quintal
Maharashtra,Cereals,Wheat,14-11-2022,304.00,Metric Tonnes,2722.82,Rs./Quintal
Maharashtra,Cereals,Wheat,15-11-2022,526.00,Metric Tonnes,2929.92,Rs./Quintal
Maharashtra,Cereals,Wheat,16-11-2022,1260.00,Metric Tonnes,3012.39,Rs./Quintal
Maharashtra,Cereals,Wheat,17-11-2022,1320.00,Metric Tonnes,3172.48,Rs./Quintal
Maharashtra,Cereals,Wheat,18-11-2022,643.00,Metric Tonnes,2947.81,Rs./Quintal
Maharashtra,Cereals,Wheat,19-11-2022,581.00,Metric Tonnes,2922.58,Rs./Quintal
Maharashtra,Cereals,Wheat,20-11-2022,119.00,Metric Tonnes,2924.99,Rs./Quintal
Maharashtra,Cereals,Wheat,21-11-2022,425.00,Metric Tonnes,3044.79,Rs./Quintal
Maharashtra,Cereals,Wheat,22-11-2022,468.00,Metric Tonnes,2970.76,Rs./Quintal
Maharashtra,Cereals,Wheat,23-11-2022,1162.00,Metric Tonnes,3262.04,Rs./Quintal
Maharashtra,Cereals,Wheat,24-11-2022,879.00,Metric Tonnes,3134.37,Rs./Quintal
Maharashtra,Cereals,Wheat,25-11-2022,140.00,Metric Tonnes,2822.76,Rs./Quintal
Maharashtra,Cereals,Wheat,26-11-2022,782.00,Metric Tonnes,3143.15,Rs./Quintal
Maharashtra,Cereals,Wheat,27-11-2022,101.00,Metric Tonnes,2918.43,Rs./Quintal
Maharashtra,Cereals,Wheat,28-11-2022,458.00,Metric Tonnes,2976.61,Rs./Quintal
Maharashtra,Cereals,Wheat,29-11-2022,159.00,Metric Tonnes,3030.20,Rs./Quintal
Maharashtra,Cereals,Wheat,30-11-2022,765.00,Metric Tonnes,3120.36,Rs./Quintal
Maharashtra,Cereals,Wheat,01-12-2022,225.00,Metric Tonnes,2641.43,Rs./Quintal
Maharashtra,Cereals,Wheat,02-12-2022,823.00,Metric Tonnes,3149.70,Rs./Quintal
Maharashtra,Cereals,Wheat,03-12-2022,1098.00,Metric Tonnes,3293.07,Rs./Quintal
Maharashtra,Cereals,Wheat,04-12-2022,40.00,Metric Tonnes,2571.75,Rs./Quintal
Maharashtra,Cereals,Wheat,05-12-2022,649.00,Metric Tonnes,3443.36,Rs./Quintal
Maharashtra,Cereals,Wheat,06-12-2022,256.00,Metric Tonnes,2961.45,Rs./Quintal
Maharashtra,Cereals,Wheat,07-12-2022,218.00,Metric Tonnes,2930.43,Rs./Quintal
Maharashtra,Cereals,Wheat,08-12-2022,976.00,Metric Tonnes,3106.57,Rs./Quintal
Maharashtra,Cereals,Wheat,09-12-2022,798.00,Metric Tonnes,3164.25,Rs./Quintal
Maharashtra,Cereals,Wheat,10-12-2022,965.00,Metric Tonnes,3249.25,Rs./Quintal
Maharashtra,Cereals,Wheat,11-12-2022,102.00,Metric Tonnes,2957.99,Rs./Quintal
Maharashtra,Cereals,Wheat,12-12-2022,1534.00,Metric Tonnes,3267.26,Rs./Quintal
Maharashtra,Cereals,Wheat,13-12-2022,1534.00,Metric Tonnes,3320.89,Rs./Quintal
Maharashtra,Cereals,Wheat,14-12-2022,1032.00,Metric Tonnes,3274.89,Rs./Quintal
Maharashtra,Cereals,Wheat,15-12-2022,1571.00,Metric Tonnes,3134.27,Rs./Quintal
Maharashtra,Cereals,Wheat,16-12-2022,877.00,Metric Tonnes,3295.81,Rs./Quintal
Maharashtra,Cereals,Wheat,17-12-2022,850.00,Metric Tonnes,3216.30,Rs./Quintal
Maharashtra,Cereals,Wheat,18-12-2022,81.00,Metric Tonnes,3027.48,Rs./Quintal
Maharashtra,Cereals,Wheat,19-12-2022,1115.00,Metric Tonnes,3572.77,Rs./Quintal
Maharashtra,Cereals,Wheat,20-12-2022,1426.00,Metric Tonnes,3802.96,Rs./Quintal
Maharashtra,Cereals,Wheat,21-12-2022,889.00,Metric Tonnes,3669.05,Rs./Quintal
Maharashtra,Cereals,Wheat,22-12-2022,172.00,Metric Tonnes,3060.49,Rs./Quintal
Maharashtra,Cereals,Wheat,23-12-2022,877.00,Metric Tonnes,3815.12,Rs./Quintal
Maharashtra,Cereals,Wheat,24-12-2022,538.00,Metric Tonnes,3010.29,Rs./Quintal
Maharashtra,Cereals,Wheat,25-12-2022,43.00,Metric Tonnes,2680.23,Rs./Quintal
Maharashtra,Cereals,Wheat,26-12-2022,369.00,Metric Tonnes,3208.64,Rs./Quintal
Maharashtra,Cereals,Wheat,27-12-2022,176.00,Metric Tonnes,3069.81,Rs./Quintal
Maharashtra,Cereals,Wheat,28-12-2022,896.00,Metric Tonnes,3477.66,Rs./Quintal
Maharashtra,Cereals,Wheat,29-12-2022,905.00,Metric Tonnes,3294.47,Rs./Quintal
Maharashtra,Cereals,Wheat,30-12-2022,668.00,Metric Tonnes,3033.71,Rs./Quintal
Maharashtra,Cereals,Wheat,31-12-2022,977.00,Metric Tonnes,3575.17,Rs./Quintal
Maharashtra,Cereals,Wheat,01-01-2023,43.00,Metric Tonnes,2815.16,Rs./Quintal
Maharashtra,Cereals,Wheat,02-01-2023,1161.00,Metric Tonnes,4002.74,Rs./Quintal
Maharashtra,Cereals,Wheat,03-01-2023,827.00,Metric Tonnes,4005.20,Rs./Quintal
Maharashtra,Cereals,Wheat,04-01-2023,1245.00,Metric Tonnes,3727.39,Rs./Quintal
Maharashtra,Cereals,Wheat,05-01-2023,62.00,Metric Tonnes,3145.44,Rs./Quintal
Maharashtra,Cereals,Wheat,06-01-2023,92.00,Metric Tonnes,3272.51,Rs./Quintal
Maharashtra,Cereals,Wheat,07-01-2023,476.00,Metric Tonnes,3032.11,Rs./Quintal
Maharashtra,Cereals,Wheat,08-01-2023,11.00,Metric Tonnes,2651.27,Rs./Quintal
Maharashtra,Cereals,Wheat,09-01-2023,128.00,Metric Tonnes,3025.48,Rs./Quintal
Maharashtra,Cereals,Wheat,10-01-2023,67.00,Metric Tonnes,3150.18,Rs./Quintal
Maharashtra,Cereals,Wheat,11-01-2023,1162.00,Metric Tonnes,3753.36,Rs./Quintal
Maharashtra,Cereals,Wheat,12-01-2023,921.00,Metric Tonnes,3607.44,Rs./Quintal
Maharashtra,Cereals,Wheat,13-01-2023,39.00,Metric Tonnes,2749.69,Rs./Quintal
Maharashtra,Cereals,Wheat,14-01-2023,180.00,Metric Tonnes,3181.46,Rs./Quintal
Maharashtra,Cereals,Wheat,15-01-2023,27.00,Metric Tonnes,2696.30,Rs./Quintal
Maharashtra,Cereals,Wheat,16-01-2023,78.00,Metric Tonnes,2615.27,Rs./Quintal
Maharashtra,Cereals,Wheat,17-01-2023,1053.00,Metric Tonnes,3776.41,Rs./Quintal
Maharashtra,Cereals,Wheat,18-01-2023,23.00,Metric Tonnes,2679.70,Rs./Quintal
Maharashtra,Cereals,Wheat,19-01-2023,807.00,Metric Tonnes,4062.71,Rs./Quintal
Maharashtra,Cereals,Wheat,20-01-2023,547.00,Metric Tonnes,4032.68,Rs./Quintal
Maharashtra,Cereals,Wheat,21-01-2023,1010.00,Metric Tonnes,3714.17,Rs./Quintal
Maharashtra,Cereals,Wheat,22-01-2023,99.00,Metric Tonnes,3014.68,Rs./Quintal
Maharashtra,Cereals,Wheat,23-01-2023,1076.00,Metric Tonnes,3633.53,Rs./Quintal
Maharashtra,Cereals,Wheat,24-01-2023,1324.00,Metric Tonnes,3712.16,Rs./Quintal
Maharashtra,Cereals,Wheat,25-01-2023,968.00,Metric Tonnes,3635.48,Rs./Quintal
Maharashtra,Cereals,Wheat,26-01-2023,67.00,Metric Tonnes,3124.63,Rs./Quintal
Maharashtra,Cereals,Wheat,27-01-2023,1507.00,Metric Tonnes,3640.08,Rs./Quintal
Maharashtra,Cereals,Wheat,28-01-2023,1100.00,Metric Tonnes,3641.28,Rs./Quintal
Maharashtra,Cereals,Wheat,29-01-2023,88.00,Metric Tonnes,2989.78,Rs./Quintal
Maharashtra,Cereals,Wheat,30-01-2023,1204.00,Metric Tonnes,3568.04,Rs./Quintal
Maharashtra,Cereals,Wheat,31-01-2023,1319.00,Metric Tonnes,3605.90,Rs./Quintal
Maharashtra,Cereals,Wheat,01-02-2023,621.00,Metric Tonnes,3080.20,Rs./Quintal
Maharashtra,Cereals,Wheat,02-02-2023,1266.00,Metric Tonnes,3578.33,Rs./Quintal
Maharashtra,Cereals,Wheat,03-02-2023,1037.00,Metric Tonnes,3562.83,Rs./Quintal
Maharashtra,Cereals,Wheat,04-02-2023,943.00,Metric Tonnes,3529.10,Rs./Quintal
Maharashtra,Cereals,Wheat,05-02-2023,113.00,Metric Tonnes,2922.57,Rs./Quintal
Maharashtra,Cereals,Wheat,06-02-2023,1418.00,Metric Tonnes,3565.15,Rs./Quintal
Maharashtra,Cereals,Wheat,07-02-2023,1318.00,Metric Tonnes,3655.46,Rs./Quintal
Maharashtra,Cereals,Wheat,08-02-2023,1026.00,Metric Tonnes,3521.85,Rs./Quintal
Maharashtra,Cereals,Wheat,09-02-2023,1112.00,Metric Tonnes,3509.09,Rs./Quintal
Maharashtra,Cereals,Wheat,10-02-2023,1139.00,Metric Tonnes,3495.83,Rs./Quintal
Maharashtra,Cereals,Wheat,11-02-2023,1307.00,Metric Tonnes,3603.24,Rs./Quintal
Maharashtra,Cereals,Wheat,12-02-2023,154.00,Metric Tonnes,3093.51,Rs./Quintal
Maharashtra,Cereals,Wheat,13-02-2023,1624.00,Metric Tonnes,3648.67,Rs./Quintal
Maharashtra,Cereals,Wheat,14-02-2023,2304.00,Metric Tonnes,2989.84,Rs./Quintal
Maharashtra,Cereals,Wheat,15-02-2023,1207.00,Metric Tonnes,3192.87,Rs./Quintal
Maharashtra,Cereals,Wheat,16-02-2023,1457.00,Metric Tonnes,3069.35,Rs./Quintal
Maharashtra,Cereals,Wheat,17-02-2023,1658.00,Metric Tonnes,3051.11,Rs./Quintal
Maharashtra,Cereals,Wheat,18-02-2023,150.00,Metric Tonnes,3615.90,Rs./Quintal
Maharashtra,Cereals,Wheat,19-02-2023,125.00,Metric Tonnes,2766.00,Rs./Quintal
Maharashtra,Cereals,Wheat,20-02-2023,2334.00,Metric Tonnes,3253.82,Rs./Quintal
Maharashtra,Cereals,Wheat,21-02-2023,2376.00,Metric Tonnes,3062.25,Rs./Quintal
Maharashtra,Cereals,Wheat,22-02-2023,1614.00,Metric Tonnes,2872.86,Rs./Quintal
Maharashtra,Cereals,Wheat,23-02-2023,2385.00,Metric Tonnes,2742.13,Rs./Quintal
Maharashtra,Cereals,Wheat,24-02-2023,1794.00,Metric Tonnes,2831.85,Rs./Quintal
Maharashtra,Cereals,Wheat,25-02-2023,2172.00,Metric Tonnes,3179.01,Rs./Quintal
Maharashtra,Cereals,Wheat,26-02-2023,265.00,Metric Tonnes,2456.09,Rs./Quintal
Maharashtra,Cereals,Wheat,27-02-2023,2035.00,Metric Tonnes,2402.46,Rs./Quintal
Maharashtra,Cereals,Wheat,28-02-2023,3555.00,Metric Tonnes,2979.29,Rs./Quintal
Maharashtra,Cereals,Wheat,01-03-2023,2970.00,Metric Tonnes,2668.18,Rs./Quintal
Maharashtra,Cereals,Wheat,02-03-2023,3214.00,Metric Tonnes,2630.05,Rs./Quintal
Maharashtra,Cereals,Wheat,03-03-2023,3103.00,Metric Tonnes,2603.32,Rs./Quintal
Maharashtra,Cereals,Wheat,04-03-2023,3169.00,Metric Tonnes,2792.18,Rs./Quintal
Maharashtra,Cereals,Wheat,05-03-2023,333.00,Metric Tonnes,2320.56,Rs./Quintal
Maharashtra,Cereals,Wheat,06-03-2023,3327.00,Metric Tonnes,2971.31,Rs./Quintal
Maharashtra,Cereals,Wheat,07-03-2023,90.00,Metric Tonnes,3450.63,Rs./Quintal
Maharashtra,Cereals,Wheat,08-03-2023,3482.00,Metric Tonnes,3006.18,Rs./Quintal
Maharashtra,Cereals,Wheat,09-03-2023,4283.00,Metric Tonnes,2614.01,Rs./Quintal
Maharashtra,Cereals,Wheat,10-03-2023,4479.00,Metric Tonnes,2313.82,Rs./Quintal
Maharashtra,Cereals,Wheat,11-03-2023,2597.00,Metric Tonnes,2664.88,Rs./Quintal
Maharashtra,Cereals,Wheat,12-03-2023,559.00,Metric Tonnes,2217.76,Rs./Quintal
Maharashtra,Cereals,Wheat,13-03-2023,4844.00,Metric Tonnes,2662.12,Rs./Quintal
Maharashtra,Cereals,Wheat,14-03-2023,4681.00,Metric Tonnes,2773.28,Rs./Quintal
Maharashtra,Cereals,Wheat,15-03-2023,4177.00,Metric Tonnes,2552.02,Rs./Quintal
Maharashtra,Cereals,Wheat,16-03-2023,3790.00,Metric Tonnes,2668.08,Rs./Quintal
Maharashtra,Cereals,Wheat,17-03-2023,3160.00,Metric Tonnes,3068.44,Rs./Quintal
Maharashtra,Cereals,Wheat,18-03-2023,1302.00,Metric Tonnes,2475.90,Rs./Quintal
Maharashtra,Cereals,Wheat,19-03-2023,699.00,Metric Tonnes,2262.67,Rs./Quintal
Maharashtra,Cereals,Wheat,20-03-2023,4290.00,Metric Tonnes,2756.88,Rs./Quintal
Maharashtra,Cereals,Wheat,21-03-2023,4934.00,Metric Tonnes,2738.04,Rs./Quintal
Maharashtra,Cereals,Wheat,22-03-2023,1578.00,Metric Tonnes,3218.40,Rs./Quintal
Maharashtra,Cereals,Wheat,23-03-2023,5993.00,Metric Tonnes,2260.58,Rs./Quintal
Maharashtra,Cereals,Wheat,24-03-2023,5900.00,Metric Tonnes,2586.53,Rs./Quintal
Maharashtra,Cereals,Wheat,25-03-2023,3855.00,Metric Tonnes,2721.89,Rs./Quintal
Maharashtra,Cereals,Wheat,26-03-2023,849.00,Metric Tonnes,2187.50,Rs./Quintal
Maharashtra,Cereals,Wheat,27-03-2023,5803.00,Metric Tonnes,2664.96,Rs./Quintal
Maharashtra,Cereals,Wheat,28-03-2023,4809.00,Metric Tonnes,2507.20,Rs./Quintal
Maharashtra,Cereals,Wheat,29-03-2023,3527.00,Metric Tonnes,2764.81,Rs./Quintal
Maharashtra,Cereals,Wheat,30-03-2023,952.00,Metric Tonnes,2538.89,Rs./Quintal
Maharashtra,Cereals,Wheat,31-03-2023,2154.00,Metric Tonnes,3051.93,Rs./Quintal
Maharashtra,Cereals,Wheat,01-04-2023,2629.00,Metric Tonnes,3064.23,Rs./Quintal
Maharashtra,Cereals,Wheat,02-04-2023,593.00,Metric Tonnes,2146.70,Rs./Quintal
Maharashtra,Cereals,Wheat,03-04-2023,5402.79,Metric Tonnes,2714.42,Rs./Quintal
Maharashtra,Cereals,Wheat,04-04-2023,2057.00,Metric Tonnes,3311.59,Rs./Quintal
Maharashtra,Cereals,Wheat,05-04-2023,5956.28,Metric Tonnes,2600.52,Rs./Quintal
Maharashtra,Cereals,Wheat,06-04-2023,3491.94,Metric Tonnes,2780.50,Rs./Quintal
Maharashtra,Cereals,Wheat,07-04-2023,1939.49,Metric Tonnes,3191.20,Rs./Quintal
Maharashtra,Cereals,Wheat,08-04-2023,3195.33,Metric Tonnes,2734.11,Rs./Quintal
Maharashtra,Cereals,Wheat,09-04-2023,480.00,Metric Tonnes,2410.33,Rs./Quintal
Maharashtra,Cereals,Wheat,10-04-2023,5524.48,Metric Tonnes,2730.44,Rs./Quintal
Maharashtra,Cereals,Wheat,11-04-2023,5932.21,Metric Tonnes,2756.77,Rs./Quintal
Maharashtra,Cereals,Wheat,12-04-2023,3991.00,Metric Tonnes,2693.70,Rs./Quintal
Maharashtra,Cereals,Wheat,13-04-2023,4627.44,Metric Tonnes,2582.12,Rs./Quintal
Maharashtra,Cereals,Wheat,14-04-2023,932.17,Metric Tonnes,3568.66,Rs./Quintal
Maharashtra,Cereals,Wheat,15-04-2023,3402.26,Metric Tonnes,2595.36,Rs./Quintal
Maharashtra,Cereals,Wheat,16-04-2023,237.00,Metric Tonnes,2286.32,Rs./Quintal
Maharashtra,Cereals,Wheat,17-04-2023,4250.57,Metric Tonnes,2637.70,Rs./Quintal
Maharashtra,Cereals,Wheat,18-04-2023,4023.08,Metric Tonnes,2809.34,Rs./Quintal
Maharashtra,Cereals,Wheat,19-04-2023,3440.29,Metric Tonnes,2897.27,Rs./Quintal
Maharashtra,Cereals,Wheat,20-04-2023,3301.92,Metric Tonnes,2687.16,Rs./Quintal
Maharashtra,Cereals,Wheat,21-04-2023,2438.21,Metric Tonnes,2806.30,Rs./Quintal
Maharashtra,Cereals,Wheat,22-04-2023,782.82,Metric Tonnes,3571.96,Rs./Quintal
Maharashtra,Cereals,Wheat,23-04-2023,527.00,Metric Tonnes,2629.45,Rs./Quintal
Maharashtra,Cereals,Wheat,24-04-2023,3606.04,Metric Tonnes,2544.36,Rs./Quintal
Maharashtra,Cereals,Wheat,25-04-2023,2689.81,Metric Tonnes,2839.42,Rs./Quintal
Maharashtra,Cereals,Wheat,26-04-2023,2774.76,Metric Tonnes,2675.18,Rs./Quintal
Maharashtra,Cereals,Wheat,27-04-2023,2300.20,Metric Tonnes,2815.99,Rs./Quintal
Maharashtra,Cereals,Wheat,28-04-2023,942.85,Metric Tonnes,2922.42,Rs./Quintal
Maharashtra,Cereals,Wheat,29-04-2023,1456.22,Metric Tonnes,3064.26,Rs./Quintal
Maharashtra,Cereals,Wheat,30-04-2023,138.00,Metric Tonnes,2629.17,Rs./Quintal
Maharashtra,Cereals,Wheat,01-05-2023,90.00,Metric Tonnes,2657.37,Rs./Quintal
Maharashtra,Cereals,Wheat,02-05-2023,3466.24,Metric Tonnes,2909.19,Rs./Quintal
Maharashtra,Cereals,Wheat,03-05-2023,2305.29,Metric Tonnes,3082.69,Rs./Quintal
Maharashtra,Cereals,Wheat,04-05-2023,2585.65,Metric Tonnes,2333.77,Rs./Quintal
Maharashtra,Cereals,Wheat,05-05-2023,882.17,Metric Tonnes,3429.23,Rs./Quintal
Maharashtra,Cereals,Wheat,06-05-2023,2150.72,Metric Tonnes,2757.83,Rs./Quintal
