,,,,All Type of Report (All Grades) for 02-Mar-2021 to 02-Mar-2026,,,
Maharashtra,Cereals,Wheat,13-11-2021,1144.00,Metric Tonnes,2573.43,Rs./Quintal
Maharashtra,Cereals,Wheat,14-11-2021,75.00,Metric Tonnes,1812.03,Rs./Quintal
Maharashtra,Cereals,Wheat,15-11-2021,1482.00,Metric Tonnes,2630.41,Rs./Quintal
Maharashtra,Cereals,Wheat,16-11-2021,1395.00,Metric Tonnes,2596.80,Rs./Quintal
Maharashtra,Cereals,Wheat,17-11-2021,1477.00,Metric Tonnes,2515.09,Rs./Quintal
Maharashtra,Cereals,Wheat,18-11-2021,1458.00,Metric Tonnes,2434.81,Rs./Quintal
Maharashtra,Cereals,Wheat,19-11-2021,666.00,Metric Tonnes,2810.77,Rs./Quintal
Maharashtra,Cereals,Wheat,20-11-2021,1352.00,Metric Tonnes,2456.49,Rs./Quintal
Maharashtra,Cereals,Wheat,21-11-2021,161.00,Metric Tonnes,1855.45,Rs./Quintal
Maharashtra,Cereals,Wheat,22-11-2021,2023.00,Metric Tonnes,2782.59,Rs./Quintal
Maharashtra,Cereals,Wheat,23-11-2021,1295.00,Metric Tonnes,2414.48,Rs./Quintal
Maharashtra,Cereals,Wheat,24-11-2021,1642.00,Metric Tonnes,2441.91,Rs./Quintal
Maharashtra,Cereals,Wheat,25-11-2021,1740.00,Metric Tonnes,2412.21,Rs./Quintal
Maharashtra,Cereals,Wheat,26-11-2021,1817.00,Metric Tonnes,2513.68,Rs./Quintal
Maharashtra,Cereals,Wheat,27-11-2021,1229.00,Metric Tonnes,2451.43,Rs./Quintal
Maharashtra,Cereals,Wheat,28-11-2021,191.00,Metric Tonnes,1864.77,Rs./Quintal
Maharashtra,Cereals,Wheat,29-11-2021,2106.00,Metric Tonnes,2486.92,Rs./Quintal
Maharashtra,Cereals,Wheat,30-11-2021,1936.00,Metric Tonnes,2513.76,Rs./Quintal
Maharashtra,Cereals,Wheat,01-12-2021,1388.00,Metric Tonnes,2472.42,Rs./Quintal
Maharashtra,Cereals,Wheat,02-12-2021,1202.00,Metric Tonnes,2488.66,Rs./Quintal
Maharashtra,Cereals,Wheat,03-12-2021,1174.00,Metric Tonnes,2519.15,Rs./Quintal
Maharashtra,Cereals,Wheat,04-12-2021,742.00,Metric Tonnes,2468.63,Rs./Quintal
Maharashtra,Cereals,Wheat,05-12-2021,154.00,Metric Tonnes,1863.66,Rs./Quintal
Maharashtra,Cereals,Wheat,06-12-2021,1568.00,Metric Tonnes,2494.17,Rs./Quintal
Maharashtra,Cereals,Wheat,07-12-2021,2101.00,Metric Tonnes,4140.96,Rs./Quintal
Maharashtra,Cereals,Wheat,08-12-2021,1377.00,Metric Tonnes,2531.25,Rs./Quintal
Maharashtra,Cereals,Wheat,09-12-2021,1427.00,Metric Tonnes,2516.22,Rs./Quintal
Maharashtra,Cereals,Wheat,10-12-2021,1254.00,Metric Tonnes,2131.38,Rs./Quintal
Maharashtra,Cereals,Wheat,11-12-2021,1253.00,Metric Tonnes,2630.46,Rs./Quintal
Maharashtra,Cereals,Wheat,12-12-2021,125.00,Metric Tonnes,1887.10,Rs./Quintal
Maharashtra,Cereals,Wheat,13-12-2021,1650.00,Metric Tonnes,2628.20,Rs./Quintal
Maharashtra,Cereals,Wheat,14-12-2021,1868.00,Metric Tonnes,2732.97,Rs./Quintal
Maharashtra,Cereals,Wheat,15-12-2021,1280.00,Metric Tonnes,2353.05,Rs./Quintal
Maharashtra,Cereals,Wheat,16-12-2021,1194.00,Metric Tonnes,2515.12,Rs./Quintal
Maharashtra,Cereals,Wheat,17-12-2021,2789.00,Metric Tonnes,2324.54,Rs./Quintal
Maharashtra,Cereals,Wheat,18-12-2021,1063.00,Metric Tonnes,2758.78,Rs./Quintal
Maharashtra,Cereals,Wheat,19-12-2021,150.00,Metric Tonnes,1989.79,Rs./Quintal
Maharashtra,Cereals,Wheat,20-12-2021,1599.00,Metric Tonnes,2292.20,Rs./Quintal
Maharashtra,Cereals,Wheat,21-12-2021,1180.00,Metric Tonnes,2563.41,Rs./Quintal
Maharashtra,Cereals,Wheat,22-12-2021,1406.00,Metric Tonnes,2558.15,Rs./Quintal
Maharashtra,Cereals,Wheat,23-12-2021,1372.00,Metric Tonnes,2368.57,Rs./Quintal
Maharashtra,Cereals,Wheat,24-12-2021,1197.00,Metric Tonnes,2479.60,Rs./Quintal
Maharashtra,Cereals,Wheat,25-12-2021,686.00,Metric Tonnes,2912.44,Rs./Quintal
Maharashtra,Cereals,Wheat,26-12-2021,178.00,Metric Tonnes,1906.98,Rs./Quintal
Maharashtra,Cereals,Wheat,27-12-2021,1418.00,Metric Tonnes,2561.40,Rs./Quintal
Maharashtra,Cereals,Wheat,28-12-2021,1206.00,Metric Tonnes,2662.72,Rs./Quintal
Maharashtra,Cereals,Wheat,29-12-2021,1167.00,Metric Tonnes,2231.14,Rs./Quintal
Maharashtra,Cereals,Wheat,30-12-2021,1150.00,Metric Tonnes,2426.11,Rs./Quintal
Maharashtra,Cereals,Wheat,31-12-2021,1028.00,Metric Tonnes,2622.77,Rs./Quintal
Maharashtra,Cereals,Wheat,01-01-2022,992.00,Metric Tonnes,2503.89,Rs./Quintal
Maharashtra,Cereals,Wheat,02-01-2022,92.00,Metric Tonnes,2197.10,Rs./Quintal
Maharashtra,Cereals,Wheat,03-01-2022,1593.00,Metric Tonnes,2630.90,Rs./Quintal
Maharashtra,Cereals,Wheat,04-01-2022,1462.00,Metric Tonnes,2565.94,Rs./Quintal
Maharashtra,Cereals,Wheat,05-01-2022,1086.00,Metric Tonnes,2438.85,Rs./Quintal
Maharashtra,Cereals,Wheat,06-01-2022,491.00,Metric Tonnes,2215.67,Rs./Quintal
Maharashtra,Cereals,Wheat,07-01-2022,1273.00,Metric Tonnes,2413.22,Rs./Quintal
Maharashtra,Cereals,Wheat,08-01-2022,1104.00,Metric Tonnes,2554.57,Rs./Quintal
Maharashtra,Cereals,Wheat,09-01-2022,90.00,Metric Tonnes,2188.68,Rs./Quintal
Maharashtra,Cereals,Wheat,10-01-2022,1378.00,Metric Tonnes,2646.46,Rs./Quintal
Maharashtra,Cereals,Wheat,11-01-2022,1379.00,Metric Tonnes,2704.79,Rs./Quintal
Maharashtra,Cereals,Wheat,12-01-2022,837.00,Metric Tonnes,2700.09,Rs./Quintal
Maharashtra,Cereals,Wheat,13-01-2022,206.00,Metric Tonnes,1859.81,Rs./Quintal
Maharashtra,Cereals,Wheat,14-01-2022,937.00,Metric Tonnes,2738.14,Rs./Quintal
Maharashtra,Cereals,Wheat,15-01-2022,831.00,Metric Tonnes,2816.51,Rs./Quintal
Maharashtra,Cereals,Wheat,16-01-2022,107.00,Metric Tonnes,2144.34,Rs./Quintal
Maharashtra,Cereals,Wheat,17-01-2022,1440.00,Metric Tonnes,2546.53,Rs./Quintal
Maharashtra,Cereals,Wheat,18-01-2022,1651.00,Metric Tonnes,2650.85,Rs./Quintal
Maharashtra,Cereals,Wheat,19-01-2022,971.00,Metric Tonnes,2539.19,Rs./Quintal
Maharashtra,Cereals,Wheat,20-01-2022,1308.00,Metric Tonnes,2516.94,Rs./Quintal
Maharashtra,Cereals,Wheat,21-01-2022,994.00,Metric Tonnes,2483.46,Rs./Quintal
Maharashtra,Cereals,Wheat,22-01-2022,1015.00,Metric Tonnes,2489.06,Rs./Quintal
Maharashtra,Cereals,Wheat,23-01-2022,131.00,Metric Tonnes,2106.99,Rs./Quintal
Maharashtra,Cereals,Wheat,24-01-2022,1300.00,Metric Tonnes,2452.43,Rs./Quintal
Maharashtra,Cereals,Wheat,25-01-2022,1420.00,Metric Tonnes,2572.12,Rs./Quintal
Maharashtra,Cereals,Wheat,26-01-2022,32.00,Metric Tonnes,2076.09,Rs./Quintal
Maharashtra,Cereals,Wheat,27-01-2022,1451.00,Metric Tonnes,2494.37,Rs./Quintal
Maharashtra,Cereals,Wheat,28-01-2022,1348.00,Metric Tonnes,2548.30,Rs./Quintal
Maharashtra,Cereals,Wheat,29-01-2022,928.00,Metric Tonnes,2434.62,Rs./Quintal
Maharashtra,Cereals,Wheat,30-01-2022,137.00,Metric Tonnes,2129.67,Rs./Quintal
Maharashtra,Cereals,Wheat,31-01-2022,1479.00,Metric Tonnes,2547.45,Rs./Quintal
Maharashtra,Cereals,Wheat,01-02-2022,1374.00,Metric Tonnes,2790.40,Rs./Quintal
Maharashtra,Cereals,Wheat,02-02-2022,1531.00,Metric Tonnes,2381.44,Rs./Quintal
Maharashtra,Cereals,Wheat,03-02-2022,1525.00,Metric Tonnes,2397.19,Rs./Quintal
Maharashtra,Cereals,Wheat,04-02-2022,1049.00,Metric Tonnes,2327.81,Rs./Quintal
Maharashtra,Cereals,Wheat,05-02-2022,1325.00,Metric Tonnes,2542.70,Rs./Quintal
Maharashtra,Cereals,Wheat,06-02-2022,88.00,Metric Tonnes,2181.02,Rs./Quintal
Maharashtra,Cereals,Wheat,07-02-2022,1002.00,Metric Tonnes,2656.48,Rs./Quintal
Maharashtra,Cereals,Wheat,08-02-2022,1457.00,Metric Tonnes,2476.31,Rs./Quintal
Maharashtra,Cereals,Wheat,09-02-2022,1412.00,Metric Tonnes,2385.02,Rs./Quintal
Maharashtra,Cereals,Wheat,10-02-2022,1468.00,Metric Tonnes,2447.88,Rs./Quintal
Maharashtra,Cereals,Wheat,11-02-2022,1418.00,Metric Tonnes,2513.30,Rs./Quintal
Maharashtra,Cereals,Wheat,12-02-2022,1090.00,Metric Tonnes,2471.54,Rs./Quintal
Maharashtra,Cereals,Wheat,13-02-2022,160.00,Metric Tonnes,2025.38,Rs./Quintal
Maharashtra,Cereals,Wheat,14-02-2022,1550.00,Metric Tonnes,2448.59,Rs./Quintal
Maharashtra,Cereals,Wheat,15-02-2022,1657.00,Metric Tonnes,2515.94,Rs./Quintal
Maharashtra,Cereals,Wheat,16-02-2022,1125.00,Metric Tonnes,2453.73,Rs./Quintal
Maharashtra,Cereals,Wheat,17-02-2022,1002.00,Metric Tonnes,2374.39,Rs./Quintal
Maharashtra,Cereals,Wheat,18-02-2022,1043.00,Metric Tonnes,2457.80,Rs./Quintal
Maharashtra,Cereals,Wheat,19-02-2022,162.00,Metric Tonnes,2275.91,Rs./Quintal
Maharashtra,Cereals,Wheat,20-02-2022,83.00,Metric Tonnes,1970.67,Rs./Quintal
Maharashtra,Cereals,Wheat,21-02-2022,1674.00,Metric Tonnes,2418.29,Rs./Quintal
Maharashtra,Cereals,Wheat,22-02-2022,1800.00,Metric Tonnes,2509.79,Rs./Quintal
Maharashtra,Cereals,Wheat,23-02-2022,1221.00,Metric Tonnes,2422.25,Rs./Quintal
Maharashtra,Cereals,Wheat,24-02-2022,1453.00,Metric Tonnes,2364.11,Rs./Quintal
Maharashtra,Cereals,Wheat,25-02-2022,1087.00,Metric Tonnes,2289.33,Rs./Quintal
Maharashtra,Cereals,Wheat,26-02-2022,1031.00,Metric Tonnes,2460.89,Rs./Quintal
Maharashtra,Cereals,Wheat,27-02-2022,158.00,Metric Tonnes,1928.46,Rs./Quintal
Maharashtra,Cereals,Wheat,28-02-2022,2171.00,Metric Tonnes,2345.18,Rs./Quintal
Maharashtra,Cereals,Wheat,01-03-2022,98.00,Metric Tonnes,2563.24,Rs./Quintal
Maharashtra,Cereals,Wheat,02-03-2022,3191.00,Metric Tonnes,2317.35,Rs./Quintal
Maharashtra,Cereals,Wheat,03-03-2022,2159.00,Metric Tonnes,2225.09,Rs./Quintal
Maharashtra,Cereals,Wheat,04-03-2022,2152.00,Metric Tonnes,2291.73,Rs./Quintal
Maharashtra,Cereals,Wheat,05-03-2022,1924.00,Metric Tonnes,2330.51,Rs./Quintal
Maharashtra,Cereals,Wheat,06-03-2022,175.00,Metric Tonnes,2032.31,Rs./Quintal
Maharashtra,Cereals,Wheat,07-03-2022,3585.00,Metric Tonnes,2311.54,Rs./Quintal
Maharashtra,Cereals,Wheat,08-03-2022,4088.00,Metric Tonnes,2437.18,Rs./Quintal
Maharashtra,Cereals,Wheat,09-03-2022,2525.00,Metric Tonnes,2389.78,Rs./Quintal
Maharashtra,Cereals,Wheat,10-03-2022,2896.00,Metric Tonnes,2440.43,Rs./Quintal
Maharashtra,Cereals,Wheat,11-03-2022,2623.00,Metric Tonnes,2430.02,Rs./Quintal
Maharashtra,Cereals,Wheat,12-03-2022,2653.00,Metric Tonnes,2542.75,Rs./Quintal
Maharashtra,Cereals,Wheat,13-03-2022,471.00,Metric Tonnes,2143.64,Rs./Quintal
Maharashtra,Cereals,Wheat,14-03-2022,5081.00,Metric Tonnes,2428.65,Rs./Quintal
Maharashtra,Cereals,Wheat,15-03-2022,4764.00,Metric Tonnes,2404.00,Rs./Quintal
Maharashtra,Cereals,Wheat,16-03-2022,3904.00,Metric Tonnes,2343.27,Rs./Quintal
Maharashtra,Cereals,Wheat,17-03-2022,3170.00,Metric Tonnes,2389.17,Rs./Quintal
Maharashtra,Cereals,Wheat,18-03-2022,92.00,Metric Tonnes,2862.87,Rs./Quintal
Maharashtra,Cereals,Wheat,19-03-2022,2833.00,Metric Tonnes,2447.80,Rs./Quintal
Maharashtra,Cereals,Wheat,20-03-2022,318.00,Metric Tonnes,2119.52,Rs./Quintal
Maharashtra,Cereals,Wheat,21-03-2022,5268.00,Metric Tonnes,2307.32,Rs./Quintal
Maharashtra,Cereals,Wheat,22-03-2022,4219.00,Metric Tonnes,2224.69,Rs./Quintal
Maharashtra,Cereals,Wheat,23-03-2022,3584.00,Metric Tonnes,2261.98,Rs./Quintal
Maharashtra,Cereals,Wheat,24-03-2022,5509.00,Metric Tonnes,2289.83,Rs./Quintal
Maharashtra,Cereals,Wheat,25-03-2022,3982.00,Metric Tonnes,2354.10,Rs./Quintal
Maharashtra,Cereals,Wheat,26-03-2022,2206.00,Metric Tonnes,2396.03,Rs./Quintal
Maharashtra,Cereals,Wheat,27-03-2022,1213.00,Metric Tonnes,2049.07,Rs./Quintal
Maharashtra,Cereals,Wheat,28-03-2022,2818.00,Metric Tonnes,2433.72,Rs./Quintal
Maharashtra,Cereals,Wheat,29-03-2022,2731.00,Metric Tonnes,2457.73,Rs./Quintal
Maharashtra,Cereals,Wheat,30-03-2022,2151.00,Metric Tonnes,2484.71,Rs./Quintal
Maharashtra,Cereals,Wheat,31-03-2022,2099.00,Metric Tonnes,2526.65,Rs./Quintal
Maharashtra,Cereals,Wheat,01-04-2022,2006.00,Metric Tonnes,2497.08,Rs./Quintal
Maharashtra,Cereals,Wheat,02-04-2022,894.00,Metric Tonnes,2607.59,Rs./Quintal
Maharashtra,Cereals,Wheat,03-04-2022,711.00,Metric Tonnes,2119.04,Rs./Quintal
Maharashtra,Cereals,Wheat,04-04-2022,6003.00,Metric Tonnes,2281.41,Rs./Quintal
Maharashtra,Cereals,Wheat,05-04-2022,4521.00,Metric Tonnes,2343.25,Rs./Quintal
Maharashtra,Cereals,Wheat,06-04-2022,5392.00,Metric Tonnes,2353.96,Rs./Quintal
Maharashtra,Cereals,Wheat,07-04-2022,3963.00,Metric Tonnes,2312.50,Rs./Quintal
Maharashtra,Cereals,Wheat,08-04-2022,3801.00,Metric Tonnes,2295.07,Rs./Quintal
Maharashtra,Cereals,Wheat,09-04-2022,2645.00,Metric Tonnes,2459.75,Rs./Quintal
Maharashtra,Cereals,Wheat,10-04-2022,92.00,Metric Tonnes,2173.95,Rs./Quintal
Maharashtra,Cereals,Wheat,11-04-2022,5111.00,Metric Tonnes,2323.21,Rs./Quintal
Maharashtra,Cereals,Wheat,12-04-2022,4568.00,Metric Tonnes,2372.38,Rs./Quintal
Maharashtra,Cereals,Wheat,13-04-2022,3953.00,Metric Tonnes,2333.62,Rs./Quintal
Maharashtra,Cereals,Wheat,14-04-2022,945.00,Metric Tonnes,2762.43,Rs./Quintal
Maharashtra,Cereals,Wheat,15-04-2022,961.00,Metric Tonnes,2671.26,Rs./Quintal
Maharashtra,Cereals,Wheat,16-04-2022,1766.00,Metric Tonnes,2573.39,Rs./Quintal
Maharashtra,Cereals,Wheat,17-04-2022,437.00,Metric Tonnes,2054.12,Rs./Quintal
Maharashtra,Cereals,Wheat,18-04-2022,4304.00,Metric Tonnes,2356.93,Rs./Quintal
Maharashtra,Cereals,Wheat,19-04-2022,3842.00,Metric Tonnes,2381.73,Rs./Quintal
Maharashtra,Cereals,Wheat,20-04-2022,2835.00,Metric Tonnes,2424.61,Rs./Quintal
Maharashtra,Cereals,Wheat,21-04-2022,3197.00,Metric Tonnes,2393.41,Rs./Quintal
Maharashtra,Cereals,Wheat,22-04-2022,2293.00,Metric Tonnes,2384.03,Rs./Quintal
Maharashtra,Cereals,Wheat,23-04-2022,1538.00,Metric Tonnes,2523.50,Rs./Quintal
Maharashtra,Cereals,Wheat,24-04-2022,341.00,Metric Tonnes,2658.63,Rs./Quintal
Maharashtra,Cereals,Wheat,25-04-2022,3088.00,Metric Tonnes,2433.88,Rs./Quintal
Maharashtra,Cereals,Wheat,26-04-2022,2907.00,Metric Tonnes,2479.66,Rs./Quintal
Maharashtra,Cereals,Wheat,27-04-2022,2588.00,Metric Tonnes,2412.22,Rs./Quintal
Maharashtra,Cereals,Wheat,28-04-2022,2567.00,Metric Tonnes,2327.20,Rs./Quintal
Maharashtra,Cereals,Wheat,29-04-2022,2675.00,Metric Tonnes,2475.75,Rs./Quintal
Maharashtra,Cereals,Wheat,30-04-2022,1746.00,Metric Tonnes,2508.27,Rs./Quintal
Maharashtra,Cereals,Wheat,01-05-2022,129.00,Metric Tonnes,2116.47,Rs./Quintal
Maharashtra,Cereals,Wheat,02-05-2022,2887.00,Metric Tonnes,2414.49,Rs./Quintal
Maharashtra,Cereals,Wheat,03-05-2022,755.00,Metric Tonnes,2811.04,Rs./Quintal
Maharashtra,Cereals,Wheat,04-05-2022,2243.00,Metric Tonnes,2412.22,Rs./Quintal
Maharashtra,Cereals,Wheat,05-05-2022,2507.00,Metric Tonnes,2395.68,Rs./Quintal
Maharashtra,Cereals,Wheat,06-05-2022,2010.00,Metric Tonnes,2446.26,Rs./Quintal
Maharashtra,Cereals,Wheat,07-05-2022,469.00,Metric Tonnes,2330.26,Rs./Quintal
Maharashtra,Cereals,Wheat,08-05-2022,301.00,Metric Tonnes,2130.05,Rs./Quintal
Maharashtra,Cereals,Wheat,09-05-2022,2413.00,Metric Tonnes,2475.64,Rs./Quintal
Maharashtra,Cereals,Wheat,10-05-2022,2220.00,Metric Tonnes,2531.33,Rs./Quintal
Maharashtra,Cereals,Wheat,11-05-2022,1839.00,Metric Tonnes,2451.69,Rs./Quintal
Maharashtra,Cereals,Wheat,12-05-2022,920.00,Metric Tonnes,2595.04,Rs./Quintal
Maharashtra,Cereals,Wheat,13-05-2022,690.00,Metric Tonnes,2292.74,Rs./Quintal
Maharashtra,Cereals,Wheat,14-05-2022,1451.00,Metric Tonnes,2504.93,Rs./Quintal
Maharashtra,Cereals,Wheat,15-05-2022,270.00,Metric Tonnes,2223.66,Rs./Quintal
Maharashtra,Cereals,Wheat,16-05-2022,746.00,Metric Tonnes,2673.97,Rs./Quintal
Maharashtra,Cereals,Wheat,17-05-2022,2623.00,Metric Tonnes,2414.42,Rs./Quintal
Maharashtra,Cereals,Wheat,18-05-2022,2133.00,Metric Tonnes,2397.23,Rs./Quintal
Maharashtra,Cereals,Wheat,19-05-2022,2065.00,Metric Tonnes,2323.26,Rs./Quintal
Maharashtra,Cereals,Wheat,20-05-2022,1661.00,Metric Tonnes,2335.09,Rs./Quintal
Maharashtra,Cereals,Wheat,21-05-2022,1651.00,Metric Tonnes,2515.65,Rs./Quintal
Maharashtra,Cereals,Wheat,22-05-2022,109.00,Metric Tonnes,2094.47,Rs./Quintal
Maharashtra,Cereals,Wheat,23-05-2022,2254.00,Metric Tonnes,2363.42,Rs./Quintal
Maharashtra,Cereals,Wheat,24-05-2022,2528.00,Metric Tonnes,2402.47,Rs./Quintal
Maharashtra,Cereals,Wheat,25-05-2022,1540.00,Metric Tonnes,2415.99,Rs./Quintal
Maharashtra,Cereals,Wheat,26-05-2022,1682.00,Metric Tonnes,2405.86,Rs./Quintal
Maharashtra,Cereals,Wheat,27-05-2022,1738.00,Metric Tonnes,2490.48,Rs./Quintal
Maharashtra,Cereals,Wheat,28-05-2022,1368.00,Metric Tonnes,2552.52,Rs./Quintal
Maharashtra,Cereals,Wheat,29-05-2022,130.00,Metric Tonnes,2308.71,Rs./Quintal
Maharashtra,Cereals,Wheat,30-05-2022,1693.00,Metric Tonnes,2556.57,Rs./Quintal
Maharashtra,Cereals,Wheat,31-05-2022,2080.00,Metric Tonnes,2467.49,Rs./Quintal
Maharashtra,Cereals,Wheat,01-06-2022,1318.00,Metric Tonnes,2459.43,Rs./Quintal
Maharashtra,Cereals,Wheat,02-06-2022,779.00,Metric Tonnes,2626.46,Rs./Quintal
Maharashtra,Cereals,Wheat,03-06-2022,273.00,Metric Tonnes,2152.60,Rs./Quintal
Maharashtra,Cereals,Wheat,04-06-2022,915.00,Metric Tonnes,2316.78,Rs./Quintal
Maharashtra,Cereals,Wheat,05-06-2022,115.00,Metric Tonnes,2100.37,Rs./Quintal
Maharashtra,Cereals,Wheat,06-06-2022,428.00,Metric Tonnes,2131.13,Rs./Quintal
Maharashtra,Cereals,Wheat,07-06-2022,2296.00,Metric Tonnes,2479.05,Rs./Quintal
Maharashtra,Cereals,Wheat,08-06-2022,1515.00,Metric Tonnes,2537.26,Rs./Quintal
Maharashtra,Cereals,Wheat,09-06-2022,1854.00,Metric Tonnes,2476.74,Rs./Quintal
Maharashtra,Cereals,Wheat,10-06-2022,1506.00,Metric Tonnes,2449.65,Rs./Quintal
Maharashtra,Cereals,Wheat,11-06-2022,1337.00,Metric Tonnes,2472.76,Rs./Quintal
Maharashtra,Cereals,Wheat,12-06-2022,110.00,Metric Tonnes,2079.03,Rs./Quintal
Maharashtra,Cereals,Wheat,13-06-2022,1896.00,Metric Tonnes,2455.94,Rs./Quintal
Maharashtra,Cereals,Wheat,14-06-2022,2109.00,Metric Tonnes,2431.04,Rs./Quintal
Maharashtra,Cereals,Wheat,15-06-2022,1493.00,Metric Tonnes,2702.49,Rs./Quintal
Maharashtra,Cereals,Wheat,16-06-2022,745.00,Metric Tonnes,2625.97,Rs./Quintal
Maharashtra,Cereals,Wheat,17-06-2022,1183.00,Metric Tonnes,2572.23,Rs./Quintal
Maharashtra,Cereals,Wheat,18-06-2022,1185.00,Metric Tonnes,2650.33,Rs./Quintal
Maharashtra,Cereals,Wheat,19-06-2022,76.00,Metric Tonnes,2129.28,Rs./Quintal
Maharashtra,Cereals,Wheat,20-06-2022,3539.00,Metric Tonnes,2800.25,Rs./Quintal
Maharashtra,Cereals,Wheat,21-06-2022,1884.00,Metric Tonnes,2733.53,Rs./Quintal
Maharashtra,Cereals,Wheat,22-06-2022,1507.00,Metric Tonnes,2555.70,Rs./Quintal
Maharashtra,Cereals,Wheat,23-06-2022,1335.00,Metric Tonnes,2374.47,Rs./Quintal
Maharashtra,Cereals,Wheat,24-06-2022,1338.00,Metric Tonnes,2709.52,Rs./Quintal
Maharashtra,Cereals,Wheat,25-06-2022,1107.00,Metric Tonnes,2733.33,Rs./Quintal
Maharashtra,Cereals,Wheat,26-06-2022,68.00,Metric Tonnes,2080.66,Rs./Quintal
Maharashtra,Cereals,Wheat,27-06-2022,1623.00,Metric Tonnes,2559.82,Rs./Quintal
Maharashtra,Cereals,Wheat,28-06-2022,1536.00,Metric Tonnes,2488.28,Rs./Quintal
Maharashtra,Cereals,Wheat,29-06-2022,1359.00,Metric Tonnes,2585.28,Rs./Quintal
Maharashtra,Cereals,Wheat,30-06-2022,1247.00,Metric Tonnes,2584.97,Rs./Quintal
Maharashtra,Cereals,Wheat,01-07-2022,1034.00,Metric Tonnes,2788.34,Rs./Quintal
Maharashtra,Cereals,Wheat,02-07-2022,428.00,Metric Tonnes,2748.28,Rs./Quintal
Maharashtra,Cereals,Wheat,03-07-2022,85.00,Metric Tonnes,2401.73,Rs./Quintal
Maharashtra,Cereals,Wheat,04-07-2022,1585.00,Metric Tonnes,2591.95,Rs./Quintal
Maharashtra,Cereals,Wheat,05-07-2022,1770.00,Metric Tonnes,2772.12,Rs./Quintal
Maharashtra,Cereals,Wheat,06-07-2022,1275.00,Metric Tonnes,2622.92,Rs./Quintal
Maharashtra,Cereals,Wheat,07-07-2022,1523.00,Metric Tonnes,2609.51,Rs./Quintal
Maharashtra,Cereals,Wheat,08-07-2022,1090.00,Metric Tonnes,2681.08,Rs./Quintal
Maharashtra,Cereals,Wheat,09-07-2022,1141.00,Metric Tonnes,2732.26,Rs./Quintal
Maharashtra,Cereals,Wheat,10-07-2022,90.00,Metric Tonnes,2518.36,Rs./Quintal
Maharashtra,Cereals,Wheat,11-07-2022,1337.00,Metric Tonnes,2735.04,Rs./Quintal
Maharashtra,Cereals,Wheat,12-07-2022,1325.00,Metric Tonnes,2822.67,Rs./Quintal
Maharashtra,Cereals,Wheat,13-07-2022,1048.00,Metric Tonnes,2844.33,Rs./Quintal
Maharashtra,Cereals,Wheat,14-07-2022,1210.00,Metric Tonnes,2778.90,Rs./Quintal
Maharashtra,Cereals,Wheat,15-07-2022,1260.00,Metric Tonnes,2686.80,Rs./Quintal
Maharashtra,Cereals,Wheat,16-07-2022,295.00,Metric Tonnes,2840.00,Rs./Quintal
Maharashtra,Cereals,Wheat,17-07-2022,65.00,Metric Tonnes,2141.72,Rs./Quintal
Maharashtra,Cereals,Wheat,18-07-2022,1413.00,Metric Tonnes,2708.84,Rs./Quintal
Maharashtra,Cereals,Wheat,19-07-2022,1705.00,Metric Tonnes,2693.30,Rs./Quintal
Maharashtra,Cereals,Wheat,20-07-2022,1808.00,Metric Tonnes,2716.14,Rs./Quintal
Maharashtra,Cereals,Wheat,21-07-2022,1168.00,Metric Tonnes,2404.14,Rs./Quintal
Maharashtra,Cereals,Wheat,22-07-2022,1506.00,Metric Tonnes,2692.42,Rs./Quintal
Maharashtra,Cereals,Wheat,23-07-2022,859.00,Metric Tonnes,2808.02,Rs./Quintal
Maharashtra,Cereals,Wheat,24-07-2022,114.00,Metric Tonnes,2441.75,Rs./Quintal
Maharashtra,Cereals,Wheat,25-07-2022,1528.00,Metric Tonnes,2518.87,Rs./Quintal
Maharashtra,Cereals,Wheat,26-07-2022,1523.00,Metric Tonnes,2805.88,Rs./Quintal
Maharashtra,Cereals,Wheat,27-07-2022,1639.00,Metric Tonnes,2533.47,Rs./Quintal
Maharashtra,Cereals,Wheat,28-07-2022,1661.00,Metric Tonnes,2771.33,Rs./Quintal
Maharashtra,Cereals,Wheat,29-07-2022,1165.00,Metric Tonnes,2721.65,Rs./Quintal
Maharashtra,Cereals,Wheat,30-07-2022,509.00,Metric Tonnes,2772.18,Rs./Quintal
Maharashtra,Cereals,Wheat,31-07-2022,121.00,Metric Tonnes,2473.74,Rs./Quintal
Maharashtra,Cereals,Wheat,01-08-2022,1017.00,Metric Tonnes,2870.92,Rs./Quintal
Maharashtra,Cereals,Wheat,02-08-2022,1331.00,Metric Tonnes,2882.50,Rs./Quintal
Maharashtra,Cereals,Wheat,03-08-2022,1832.00,Metric Tonnes,2560.96,Rs./Quintal
Maharashtra,Cereals,Wheat,04-08-2022,1667.00,Metric Tonnes,2709.80,Rs./Quintal
Maharashtra,Cereals,Wheat,05-08-2022,1275.00,Metric Tonnes,2792.34,Rs./Quintal
Maharashtra,Cereals,Wheat,06-08-2022,654.00,Metric Tonnes,2485.95,Rs./Quintal
Maharashtra,Cereals,Wheat,07-08-2022,132.00,Metric Tonnes,2623.63,Rs./Quintal
Maharashtra,Cereals,Wheat,08-08-2022,1815.00,Metric Tonnes,2878.96,Rs./Quintal
