,,,,All Type of Report (All Grades) for 02-Mar-2021 to 02-Mar-2026,,,
Maharashtra,Cereals,Rice,01-01-2025,743.50,Metric Tonnes,4187.21,Rs./Quintal
Maharashtra,Cereals,Rice,02-01-2025,280.30,Metric Tonnes,4641.91,Rs./Quintal
Maharashtra,Cereals,Rice,03-01-2025,255.00,Metric Tonnes,4728.87,Rs./Quintal
Maharashtra,Cereals,Rice,04-01-2025,229.20,Metric Tonnes,4741.23,Rs./Quintal
Maharashtra,Cereals,Rice,05-01-2025,17.40,Metric Tonnes,1424.14,Rs./Quintal
Maharashtra,Cereals,Rice,06-01-2025,197.70,Metric Tonnes,4612.61,Rs./Quintal
Maharashtra,Cereals,Rice,07-01-2025,210.50,Metric Tonnes,4559.88,Rs./Quintal
Maharashtra,Cereals,Rice,08-01-2025,227.00,Metric Tonnes,4516.21,Rs./Quintal
Maharashtra,Cereals,Rice,09-01-2025,190.70,Metric Tonnes,4546.97,Rs./Quintal
Maharashtra,Cereals,Rice,10-01-2025,251.50,Metric Tonnes,4912.23,Rs./Quintal
Maharashtra,Cereals,Rice,11-01-2025,310.10,Metric Tonnes,4696.82,Rs./Quintal
Maharashtra,Cereals,Rice,12-01-2025,84.10,Metric Tonnes,4154.34,Rs./Quintal
Maharashtra,Cereals,Rice,13-01-2025,3537.30,Metric Tonnes,4420.69,Rs./Quintal
Maharashtra,Cereals,Rice,14-01-2025,131.80,Metric Tonnes,4519.16,Rs./Quintal
Maharashtra,Cereals,Rice,15-01-2025,234.40,Metric Tonnes,4550.19,Rs./Quintal
Maharashtra,Cereals,Rice,16-01-2025,288.00,Metric Tonnes,4364.97,Rs./Quintal
Maharashtra,Cereals,Rice,17-01-2025,201.20,Metric Tonnes,4392.50,Rs./Quintal
Maharashtra,Cereals,Rice,18-01-2025,364.10,Metric Tonnes,4240.40,Rs./Quintal
Maharashtra,Cereals,Rice,19-01-2025,78.00,Metric Tonnes,4418.72,Rs./Quintal
Maharashtra,Cereals,Rice,20-01-2025,228.70,Metric Tonnes,4651.40,Rs./Quintal
Maharashtra,Cereals,Rice,21-01-2025,263.10,Metric Tonnes,4822.29,Rs./Quintal
Maharashtra,Cereals,Rice,22-01-2025,230.30,Metric Tonnes,4450.55,Rs./Quintal
Maharashtra,Cereals,Rice,23-01-2025,242.10,Metric Tonnes,4276.53,Rs./Quintal
Maharashtra,Cereals,Rice,24-01-2025,218.80,Metric Tonnes,4248.83,Rs./Quintal
Maharashtra,Cereals,Rice,25-01-2025,290.90,Metric Tonnes,4462.32,Rs./Quintal
Maharashtra,Cereals,Rice,26-01-2025,123.20,Metric Tonnes,4206.82,Rs./Quintal
Maharashtra,Cereals,Rice,27-01-2025,282.70,Metric Tonnes,4266.74,Rs./Quintal
Maharashtra,Cereals,Rice,28-01-2025,229.40,Metric Tonnes,4225.70,Rs./Quintal
Maharashtra,Cereals,Rice,29-01-2025,244.10,Metric Tonnes,4596.91,Rs./Quintal
Maharashtra,Cereals,Rice,30-01-2025,230.00,Metric Tonnes,4687.97,Rs./Quintal
Maharashtra,Cereals,Rice,31-01-2025,305.70,Metric Tonnes,4735.21,Rs./Quintal
Maharashtra,Cereals,Rice,01-02-2025,657.40,Metric Tonnes,5259.86,Rs./Quintal
Maharashtra,Cereals,Rice,02-02-2025,259.20,Metric Tonnes,4441.13,Rs./Quintal
Maharashtra,Cereals,Rice,03-02-2025,1343.30,Metric Tonnes,5096.09,Rs./Quintal
Maharashtra,Cereals,Rice,04-02-2025,280.60,Metric Tonnes,4769.70,Rs./Quintal
Maharashtra,Cereals,Rice,05-02-2025,235.20,Metric Tonnes,4453.91,Rs./Quintal
Maharashtra,Cereals,Rice,06-02-2025,289.90,Metric Tonnes,4599.20,Rs./Quintal
Maharashtra,Cereals,Rice,07-02-2025,303.50,Metric Tonnes,3770.73,Rs./Quintal
Maharashtra,Cereals,Rice,08-02-2025,91.90,Metric Tonnes,4119.75,Rs./Quintal
Maharashtra,Cereals,Rice,09-02-2025,2.00,Metric Tonnes,3250.00,Rs./Quintal
Maharashtra,Cereals,Rice,10-02-2025,2.00,Metric Tonnes,3250.00,Rs./Quintal
Maharashtra,Cereals,Rice,12-02-2025,9.10,Metric Tonnes,3823.44,Rs./Quintal
Maharashtra,Cereals,Rice,13-02-2025,330.80,Metric Tonnes,4802.77,Rs./Quintal
Maharashtra,Cereals,Rice,14-02-2025,216.50,Metric Tonnes,4568.10,Rs./Quintal
Maharashtra,Cereals,Rice,15-02-2025,278.60,Metric Tonnes,4811.41,Rs./Quintal
Maharashtra,Cereals,Rice,16-02-2025,76.60,Metric Tonnes,4956.27,Rs./Quintal
Maharashtra,Cereals,Rice,17-02-2025,297.90,Metric Tonnes,4878.18,Rs./Quintal
Maharashtra,Cereals,Rice,18-02-2025,265.00,Metric Tonnes,4488.45,Rs./Quintal
Maharashtra,Cereals,Rice,19-02-2025,119.20,Metric Tonnes,4617.37,Rs./Quintal
Maharashtra,Cereals,Rice,20-02-2025,248.20,Metric Tonnes,4278.58,Rs./Quintal
Maharashtra,Cereals,Rice,21-02-2025,219.50,Metric Tonnes,4231.14,Rs./Quintal
Maharashtra,Cereals,Rice,22-02-2025,209.20,Metric Tonnes,4910.89,Rs./Quintal
Maharashtra,Cereals,Rice,23-02-2025,3.80,Metric Tonnes,3505.21,Rs./Quintal
Maharashtra,Cereals,Rice,24-02-2025,217.30,Metric Tonnes,4363.28,Rs./Quintal
Maharashtra,Cereals,Rice,25-02-2025,258.70,Metric Tonnes,4313.28,Rs./Quintal
Maharashtra,Cereals,Rice,26-02-2025,110.30,Metric Tonnes,3960.58,Rs./Quintal
Maharashtra,Cereals,Rice,27-02-2025,246.40,Metric Tonnes,4287.26,Rs./Quintal
Maharashtra,Cereals,Rice,28-02-2025,282.70,Metric Tonnes,4691.73,Rs./Quintal
Maharashtra,Cereals,Rice,01-03-2025,265.70,Metric Tonnes,4294.55,Rs./Quintal
Maharashtra,Cereals,Rice,02-03-2025,75.00,Metric Tonnes,4928.67,Rs./Quintal
Maharashtra,Cereals,Rice,03-03-2025,229.40,Metric Tonnes,4359.49,Rs./Quintal
Maharashtra,Cereals,Rice,04-03-2025,220.30,Metric Tonnes,4286.90,Rs./Quintal
Maharashtra,Cereals,Rice,05-03-2025,161.00,Metric Tonnes,4032.29,Rs./Quintal
Maharashtra,Cereals,Rice,06-03-2025,293.00,Metric Tonnes,4590.14,Rs./Quintal
Maharashtra,Cereals,Rice,07-03-2025,269.90,Metric Tonnes,4881.21,Rs./Quintal
Maharashtra,Cereals,Rice,08-03-2025,286.80,Metric Tonnes,4720.26,Rs./Quintal
Maharashtra,Cereals,Rice,09-03-2025,84.50,Metric Tonnes,4689.35,Rs./Quintal
Maharashtra,Cereals,Rice,10-03-2025,494.90,Metric Tonnes,4302.35,Rs./Quintal
Maharashtra,Cereals,Rice,11-03-2025,271.80,Metric Tonnes,4515.85,Rs./Quintal
Maharashtra,Cereals,Rice,12-03-2025,449.80,Metric Tonnes,4390.23,Rs./Quintal
Maharashtra,Cereals,Rice,13-03-2025,271.30,Metric Tonnes,4438.58,Rs./Quintal
Maharashtra,Cereals,Rice,14-03-2025,20.30,Metric Tonnes,3731.53,Rs./Quintal
Maharashtra,Cereals,Rice,15-03-2025,341.20,Metric Tonnes,4715.50,Rs./Quintal
Maharashtra,Cereals,Rice,16-03-2025,99.20,Metric Tonnes,4601.61,Rs./Quintal
Maharashtra,Cereals,Rice,17-03-2025,288.20,Metric Tonnes,4364.29,Rs./Quintal
Maharashtra,Cereals,Rice,18-03-2025,372.50,Metric Tonnes,5018.21,Rs./Quintal
Maharashtra,Cereals,Rice,19-03-2025,154.00,Metric Tonnes,4366.95,Rs./Quintal
Maharashtra,Cereals,Rice,20-03-2025,277.70,Metric Tonnes,4342.37,Rs./Quintal
Maharashtra,Cereals,Rice,21-03-2025,278.30,Metric Tonnes,4831.92,Rs./Quintal
Maharashtra,Cereals,Rice,22-03-2025,337.10,Metric Tonnes,4935.07,Rs./Quintal
Maharashtra,Cereals,Rice,23-03-2025,76.00,Metric Tonnes,4028.29,Rs./Quintal
Maharashtra,Cereals,Rice,24-03-2025,287.90,Metric Tonnes,4742.12,Rs./Quintal
Maharashtra,Cereals,Rice,25-03-2025,341.70,Metric Tonnes,4562.22,Rs./Quintal
Maharashtra,Cereals,Rice,26-03-2025,308.20,Metric Tonnes,4738.30,Rs./Quintal
Maharashtra,Cereals,Rice,27-03-2025,301.50,Metric Tonnes,4297.93,Rs./Quintal
Maharashtra,Cereals,Rice,28-03-2025,287.50,Metric Tonnes,4377.08,Rs./Quintal
Maharashtra,Cereals,Rice,29-03-2025,215.10,Metric Tonnes,4805.13,Rs./Quintal
Maharashtra,Cereals,Rice,30-03-2025,2.00,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Cereals,Rice,31-03-2025,75.20,Metric Tonnes,4284.57,Rs./Quintal
Maharashtra,Cereals,Rice,01-04-2025,264.20,Metric Tonnes,4112.94,Rs./Quintal
Maharashtra,Cereals,Rice,02-04-2025,234.50,Metric Tonnes,4188.38,Rs./Quintal
Maharashtra,Cereals,Rice,03-04-2025,245.30,Metric Tonnes,4146.81,Rs./Quintal
Maharashtra,Cereals,Rice,04-04-2025,147.70,Metric Tonnes,3966.48,Rs./Quintal
Maharashtra,Cereals,Rice,05-04-2025,249.80,Metric Tonnes,4193.61,Rs./Quintal
Maharashtra,Cereals,Rice,06-04-2025,74.00,Metric Tonnes,4905.55,Rs./Quintal
Maharashtra,Cereals,Rice,07-04-2025,208.70,Metric Tonnes,4248.80,Rs./Quintal
Maharashtra,Cereals,Rice,08-04-2025,263.00,Metric Tonnes,4448.33,Rs./Quintal
Maharashtra,Cereals,Rice,09-04-2025,242.10,Metric Tonnes,4387.40,Rs./Quintal
Maharashtra,Cereals,Rice,10-04-2025,87.20,Metric Tonnes,4497.08,Rs./Quintal
Maharashtra,Cereals,Rice,11-04-2025,291.50,Metric Tonnes,4762.76,Rs./Quintal
Maharashtra,Cereals,Rice,12-04-2025,153.40,Metric Tonnes,4244.93,Rs./Quintal
Maharashtra,Cereals,Rice,13-04-2025,2.00,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Cereals,Rice,14-04-2025,31.50,Metric Tonnes,4471.43,Rs./Quintal
Maharashtra,Cereals,Rice,15-04-2025,303.40,Metric Tonnes,4801.48,Rs./Quintal
Maharashtra,Cereals,Rice,16-04-2025,238.50,Metric Tonnes,4276.23,Rs./Quintal
Maharashtra,Cereals,Rice,17-04-2025,314.60,Metric Tonnes,4796.08,Rs./Quintal
Maharashtra,Cereals,Rice,18-04-2025,129.00,Metric Tonnes,3970.21,Rs./Quintal
Maharashtra,Cereals,Rice,19-04-2025,343.20,Metric Tonnes,4887.25,Rs./Quintal
Maharashtra,Cereals,Rice,20-04-2025,83.00,Metric Tonnes,4847.95,Rs./Quintal
Maharashtra,Cereals,Rice,21-04-2025,204.00,Metric Tonnes,4086.08,Rs./Quintal
Maharashtra,Cereals,Rice,22-04-2025,248.50,Metric Tonnes,4298.31,Rs./Quintal
Maharashtra,Cereals,Rice,23-04-2025,330.30,Metric Tonnes,4812.13,Rs./Quintal
Maharashtra,Cereals,Rice,24-04-2025,302.80,Metric Tonnes,4531.41,Rs./Quintal
Maharashtra,Cereals,Rice,25-04-2025,252.30,Metric Tonnes,4637.04,Rs./Quintal
Maharashtra,Cereals,Rice,26-04-2025,209.70,Metric Tonnes,4650.89,Rs./Quintal
Maharashtra,Cereals,Rice,27-04-2025,27.00,Metric Tonnes,3970.37,Rs./Quintal
Maharashtra,Cereals,Rice,28-04-2025,246.80,Metric Tonnes,4820.45,Rs./Quintal
Maharashtra,Cereals,Rice,29-04-2025,145.80,Metric Tonnes,3796.74,Rs./Quintal
Maharashtra,Cereals,Rice,30-04-2025,158.60,Metric Tonnes,3720.70,Rs./Quintal
Maharashtra,Cereals,Rice,01-05-2025,25.40,Metric Tonnes,3933.07,Rs./Quintal
Maharashtra,Cereals,Rice,02-05-2025,203.40,Metric Tonnes,4786.09,Rs./Quintal
Maharashtra,Cereals,Rice,03-05-2025,256.60,Metric Tonnes,4540.77,Rs./Quintal
Maharashtra,Cereals,Rice,04-05-2025,2.00,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Cereals,Rice,05-05-2025,214.20,Metric Tonnes,4825.53,Rs./Quintal
Maharashtra,Cereals,Rice,06-05-2025,249.30,Metric Tonnes,4927.21,Rs./Quintal
Maharashtra,Cereals,Rice,07-05-2025,210.30,Metric Tonnes,4820.26,Rs./Quintal
Maharashtra,Cereals,Rice,08-05-2025,172.00,Metric Tonnes,4145.38,Rs./Quintal
Maharashtra,Cereals,Rice,09-05-2025,220.40,Metric Tonnes,4283.94,Rs./Quintal
Maharashtra,Cereals,Rice,10-05-2025,177.90,Metric Tonnes,4453.87,Rs./Quintal
Maharashtra,Cereals,Rice,11-05-2025,15.80,Metric Tonnes,4870.89,Rs./Quintal
Maharashtra,Cereals,Rice,12-05-2025,82.10,Metric Tonnes,4855.66,Rs./Quintal
Maharashtra,Cereals,Rice,13-05-2025,140.10,Metric Tonnes,4529.94,Rs./Quintal
Maharashtra,Cereals,Rice,15-05-2025,277.30,Metric Tonnes,4683.60,Rs./Quintal
Maharashtra,Cereals,Rice,16-05-2025,237.70,Metric Tonnes,4414.27,Rs./Quintal
Maharashtra,Cereals,Rice,17-05-2025,205.90,Metric Tonnes,4707.89,Rs./Quintal
Maharashtra,Cereals,Rice,18-05-2025,78.20,Metric Tonnes,4451.41,Rs./Quintal
Maharashtra,Cereals,Rice,19-05-2025,277.00,Metric Tonnes,4730.99,Rs./Quintal
Maharashtra,Cereals,Rice,20-05-2025,339.20,Metric Tonnes,4809.91,Rs./Quintal
Maharashtra,Cereals,Rice,21-05-2025,249.20,Metric Tonnes,4526.66,Rs./Quintal
Maharashtra,Cereals,Rice,22-05-2025,282.10,Metric Tonnes,4613.00,Rs./Quintal
Maharashtra,Cereals,Rice,23-05-2025,269.50,Metric Tonnes,4770.51,Rs./Quintal
Maharashtra,Cereals,Rice,24-05-2025,239.90,Metric Tonnes,4736.67,Rs./Quintal
Maharashtra,Cereals,Rice,25-05-2025,13.50,Metric Tonnes,4307.96,Rs./Quintal
Maharashtra,Cereals,Rice,26-05-2025,192.40,Metric Tonnes,4681.95,Rs./Quintal
Maharashtra,Cereals,Rice,27-05-2025,239.40,Metric Tonnes,4686.70,Rs./Quintal
Maharashtra,Cereals,Rice,28-05-2025,274.10,Metric Tonnes,4580.73,Rs./Quintal
Maharashtra,Cereals,Rice,29-05-2025,257.40,Metric Tonnes,4490.68,Rs./Quintal
Maharashtra,Cereals,Rice,30-05-2025,227.50,Metric Tonnes,4455.79,Rs./Quintal
Maharashtra,Cereals,Rice,31-05-2025,255.10,Metric Tonnes,4621.99,Rs./Quintal
Maharashtra,Cereals,Rice,01-06-2025,87.90,Metric Tonnes,4312.48,Rs./Quintal
Maharashtra,Cereals,Rice,02-06-2025,436.60,Metric Tonnes,4846.92,Rs./Quintal
Maharashtra,Cereals,Rice,03-06-2025,202.20,Metric Tonnes,4573.55,Rs./Quintal
Maharashtra,Cereals,Rice,04-06-2025,212.80,Metric Tonnes,4839.77,Rs./Quintal
Maharashtra,Cereals,Rice,05-06-2025,252.50,Metric Tonnes,4378.92,Rs./Quintal
Maharashtra,Cereals,Rice,06-06-2025,252.50,Metric Tonnes,4396.00,Rs./Quintal
Maharashtra,Cereals,Rice,07-06-2025,301.10,Metric Tonnes,8193.14,Rs./Quintal
Maharashtra,Cereals,Rice,08-06-2025,106.00,Metric Tonnes,4370.64,Rs./Quintal
Maharashtra,Cereals,Rice,09-06-2025,189.70,Metric Tonnes,4749.63,Rs./Quintal
Maharashtra,Cereals,Rice,10-06-2025,236.10,Metric Tonnes,4678.79,Rs./Quintal
Maharashtra,Cereals,Rice,11-06-2025,233.10,Metric Tonnes,4764.59,Rs./Quintal
Maharashtra,Cereals,Rice,12-06-2025,275.90,Metric Tonnes,4711.32,Rs./Quintal
Maharashtra,Cereals,Rice,13-06-2025,253.30,Metric Tonnes,4796.23,Rs./Quintal
Maharashtra,Cereals,Rice,14-06-2025,315.50,Metric Tonnes,4403.41,Rs./Quintal
Maharashtra,Cereals,Rice,15-06-2025,126.30,Metric Tonnes,4781.08,Rs./Quintal
Maharashtra,Cereals,Rice,16-06-2025,401.80,Metric Tonnes,4894.88,Rs./Quintal
Maharashtra,Cereals,Rice,17-06-2025,2123.10,Metric Tonnes,4625.97,Rs./Quintal
Maharashtra,Cereals,Rice,18-06-2025,277.50,Metric Tonnes,4463.93,Rs./Quintal
Maharashtra,Cereals,Rice,19-06-2025,279.80,Metric Tonnes,4714.62,Rs./Quintal
Maharashtra,Cereals,Rice,20-06-2025,258.50,Metric Tonnes,4750.79,Rs./Quintal
Maharashtra,Cereals,Rice,21-06-2025,302.40,Metric Tonnes,4776.41,Rs./Quintal
Maharashtra,Cereals,Rice,22-06-2025,23.90,Metric Tonnes,3575.31,Rs./Quintal
Maharashtra,Cereals,Rice,23-06-2025,155.20,Metric Tonnes,3985.72,Rs./Quintal
Maharashtra,Cereals,Rice,24-06-2025,177.10,Metric Tonnes,4249.42,Rs./Quintal
Maharashtra,Cereals,Rice,25-06-2025,132.60,Metric Tonnes,5267.12,Rs./Quintal
Maharashtra,Cereals,Rice,26-06-2025,251.20,Metric Tonnes,4409.38,Rs./Quintal
Maharashtra,Cereals,Rice,27-06-2025,248.00,Metric Tonnes,4556.72,Rs./Quintal
Maharashtra,Cereals,Rice,28-06-2025,247.60,Metric Tonnes,4435.51,Rs./Quintal
Maharashtra,Cereals,Rice,29-06-2025,81.80,Metric Tonnes,4867.86,Rs./Quintal
Maharashtra,Cereals,Rice,30-06-2025,297.30,Metric Tonnes,4724.55,Rs./Quintal
Maharashtra,Cereals,Rice,01-07-2025,209.20,Metric Tonnes,4360.18,Rs./Quintal
Maharashtra,Cereals,Rice,02-07-2025,0.10,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Cereals,Rice,03-07-2025,317.20,Metric Tonnes,4898.92,Rs./Quintal
Maharashtra,Cereals,Rice,04-07-2025,157.30,Metric Tonnes,4365.06,Rs./Quintal
Maharashtra,Cereals,Rice,05-07-2025,306.70,Metric Tonnes,4859.12,Rs./Quintal
Maharashtra,Cereals,Rice,06-07-2025,73.20,Metric Tonnes,4173.81,Rs./Quintal
Maharashtra,Cereals,Rice,07-07-2025,254.80,Metric Tonnes,4486.34,Rs./Quintal
Maharashtra,Cereals,Rice,08-07-2025,210.60,Metric Tonnes,4316.05,Rs./Quintal
Maharashtra,Cereals,Rice,09-07-2025,213.60,Metric Tonnes,4291.40,Rs./Quintal
Maharashtra,Cereals,Rice,10-07-2025,255.80,Metric Tonnes,4777.07,Rs./Quintal
Maharashtra,Cereals,Rice,11-07-2025,205.90,Metric Tonnes,4728.12,Rs./Quintal
Maharashtra,Cereals,Rice,12-07-2025,242.60,Metric Tonnes,4603.30,Rs./Quintal
Maharashtra,Cereals,Rice,13-07-2025,69.80,Metric Tonnes,4040.69,Rs./Quintal
Maharashtra,Cereals,Rice,14-07-2025,204.30,Metric Tonnes,4289.08,Rs./Quintal
Maharashtra,Cereals,Rice,15-07-2025,243.80,Metric Tonnes,4628.88,Rs./Quintal
Maharashtra,Cereals,Rice,16-07-2025,279.40,Metric Tonnes,4770.28,Rs./Quintal
Maharashtra,Cereals,Rice,17-07-2025,313.90,Metric Tonnes,4654.06,Rs./Quintal
Maharashtra,Cereals,Rice,18-07-2025,234.50,Metric Tonnes,4724.47,Rs./Quintal
Maharashtra,Cereals,Rice,19-07-2025,242.60,Metric Tonnes,4423.01,Rs./Quintal
Maharashtra,Cereals,Rice,20-07-2025,92.40,Metric Tonnes,4182.94,Rs./Quintal
Maharashtra,Cereals,Rice,21-07-2025,726.80,Metric Tonnes,4111.38,Rs./Quintal
Maharashtra,Cereals,Rice,22-07-2025,280.20,Metric Tonnes,4590.27,Rs./Quintal
Maharashtra,Cereals,Rice,23-07-2025,247.30,Metric Tonnes,4691.70,Rs./Quintal
Maharashtra,Cereals,Rice,24-07-2025,265.50,Metric Tonnes,4329.41,Rs./Quintal
Maharashtra,Cereals,Rice,25-07-2025,225.70,Metric Tonnes,5259.82,Rs./Quintal
Maharashtra,Cereals,Rice,26-07-2025,155.10,Metric Tonnes,4745.87,Rs./Quintal
Maharashtra,Cereals,Rice,27-07-2025,67.00,Metric Tonnes,4870.90,Rs./Quintal
Maharashtra,Cereals,Rice,28-07-2025,255.90,Metric Tonnes,4721.66,Rs./Quintal
Maharashtra,Cereals,Rice,29-07-2025,206.70,Metric Tonnes,4402.88,Rs./Quintal
Maharashtra,Cereals,Rice,30-07-2025,260.80,Metric Tonnes,4678.58,Rs./Quintal
Maharashtra,Cereals,Rice,31-07-2025,202.50,Metric Tonnes,5127.78,Rs./Quintal
Maharashtra,Cereals,Rice,01-08-2025,291.50,Metric Tonnes,4855.57,Rs./Quintal
Maharashtra,Cereals,Rice,02-08-2025,281.40,Metric Tonnes,4766.55,Rs./Quintal
Maharashtra,Cereals,Rice,03-08-2025,75.00,Metric Tonnes,4177.87,Rs./Quintal
Maharashtra,Cereals,Rice,04-08-2025,239.00,Metric Tonnes,4712.15,Rs./Quintal
Maharashtra,Cereals,Rice,05-08-2025,287.00,Metric Tonnes,4718.88,Rs./Quintal
Maharashtra,Cereals,Rice,06-08-2025,185.30,Metric Tonnes,4716.02,Rs./Quintal
Maharashtra,Cereals,Rice,07-08-2025,210.60,Metric Tonnes,4531.93,Rs./Quintal
Maharashtra,Cereals,Rice,08-08-2025,206.70,Metric Tonnes,4459.59,Rs./Quintal
Maharashtra,Cereals,Rice,09-08-2025,74.40,Metric Tonnes,5427.69,Rs./Quintal
Maharashtra,Cereals,Rice,10-08-2025,112.70,Metric Tonnes,4339.04,Rs./Quintal
Maharashtra,Cereals,Rice,11-08-2025,229.80,Metric Tonnes,4420.46,Rs./Quintal
Maharashtra,Cereals,Rice,12-08-2025,272.00,Metric Tonnes,4299.20,Rs./Quintal
Maharashtra,Cereals,Rice,13-08-2025,300.60,Metric Tonnes,4428.86,Rs./Quintal
Maharashtra,Cereals,Rice,14-08-2025,147.70,Metric Tonnes,4198.17,Rs./Quintal
Maharashtra,Cereals,Rice,15-08-2025,20.80,Metric Tonnes,3887.74,Rs./Quintal
Maharashtra,Cereals,Rice,16-08-2025,366.70,Metric Tonnes,5159.21,Rs./Quintal
Maharashtra,Cereals,Rice,17-08-2025,69.00,Metric Tonnes,4878.26,Rs./Quintal
Maharashtra,Cereals,Rice,18-08-2025,221.50,Metric Tonnes,4802.78,Rs./Quintal
Maharashtra,Cereals,Rice,19-08-2025,359.30,Metric Tonnes,4850.67,Rs./Quintal
Maharashtra,Cereals,Rice,20-08-2025,167.10,Metric Tonnes,4327.84,Rs./Quintal
Maharashtra,Cereals,Rice,21-08-2025,190.30,Metric Tonnes,4493.25,Rs./Quintal
Maharashtra,Cereals,Rice,22-08-2025,228.50,Metric Tonnes,4953.86,Rs./Quintal
Maharashtra,Cereals,Rice,23-08-2025,341.10,Metric Tonnes,4799.32,Rs./Quintal
Maharashtra,Cereals,Rice,24-08-2025,71.50,Metric Tonnes,4097.55,Rs./Quintal
Maharashtra,Cereals,Rice,25-08-2025,305.50,Metric Tonnes,4965.56,Rs./Quintal
Maharashtra,Cereals,Rice,26-08-2025,297.60,Metric Tonnes,4783.31,Rs./Quintal
Maharashtra,Cereals,Rice,27-08-2025,19.70,Metric Tonnes,4036.04,Rs./Quintal
Maharashtra,Cereals,Rice,28-08-2025,181.90,Metric Tonnes,4947.31,Rs./Quintal
Maharashtra,Cereals,Rice,29-08-2025,270.70,Metric Tonnes,4671.76,Rs./Quintal
Maharashtra,Cereals,Rice,30-08-2025,1869.40,Metric Tonnes,4148.03,Rs./Quintal
Maharashtra,Cereals,Rice,31-08-2025,11.00,Metric Tonnes,4072.73,Rs./Quintal
Maharashtra,Cereals,Rice,01-09-2025,270.60,Metric Tonnes,4986.04,Rs./Quintal
Maharashtra,Cereals,Rice,02-09-2025,186.70,Metric Tonnes,4544.90,Rs./Quintal
Maharashtra,Cereals,Rice,03-09-2025,305.80,Metric Tonnes,4660.42,Rs./Quintal
Maharashtra,Cereals,Rice,04-09-2025,184.20,Metric Tonnes,4249.44,Rs./Quintal
Maharashtra,Cereals,Rice,05-09-2025,75.60,Metric Tonnes,4484.39,Rs./Quintal
Maharashtra,Cereals,Rice,06-09-2025,171.00,Metric Tonnes,4463.57,Rs./Quintal
Maharashtra,Cereals,Rice,07-09-2025,65.40,Metric Tonnes,3959.79,Rs./Quintal
Maharashtra,Cereals,Rice,08-09-2025,350.00,Metric Tonnes,5071.71,Rs./Quintal
Maharashtra,Cereals,Rice,09-09-2025,310.60,Metric Tonnes,4963.87,Rs./Quintal
Maharashtra,Cereals,Rice,10-09-2025,294.40,Metric Tonnes,4762.32,Rs./Quintal
Maharashtra,Cereals,Rice,11-09-2025,290.80,Metric Tonnes,4999.78,Rs./Quintal
Maharashtra,Cereals,Rice,12-09-2025,301.10,Metric Tonnes,4918.81,Rs./Quintal
Maharashtra,Cereals,Rice,13-09-2025,252.50,Metric Tonnes,4246.75,Rs./Quintal
Maharashtra,Cereals,Rice,14-09-2025,80.10,Metric Tonnes,4440.60,Rs./Quintal
Maharashtra,Cereals,Rice,15-09-2025,258.70,Metric Tonnes,4834.67,Rs./Quintal
Maharashtra,Cereals,Rice,16-09-2025,446.40,Metric Tonnes,4804.46,Rs./Quintal
Maharashtra,Cereals,Rice,17-09-2025,285.40,Metric Tonnes,4721.43,Rs./Quintal
Maharashtra,Cereals,Rice,18-09-2025,234.90,Metric Tonnes,4810.36,Rs./Quintal
Maharashtra,Cereals,Rice,19-09-2025,167.00,Metric Tonnes,4993.03,Rs./Quintal
Maharashtra,Cereals,Rice,20-09-2025,257.60,Metric Tonnes,4359.04,Rs./Quintal
Maharashtra,Cereals,Rice,21-09-2025,65.50,Metric Tonnes,4874.05,Rs./Quintal
Maharashtra,Cereals,Rice,22-09-2025,133.40,Metric Tonnes,4260.83,Rs./Quintal
Maharashtra,Cereals,Rice,23-09-2025,267.70,Metric Tonnes,4326.35,Rs./Quintal
Maharashtra,Cereals,Rice,24-09-2025,220.90,Metric Tonnes,4152.02,Rs./Quintal
Maharashtra,Cereals,Rice,25-09-2025,247.70,Metric Tonnes,4314.34,Rs./Quintal
Maharashtra,Cereals,Rice,26-09-2025,206.40,Metric Tonnes,4159.76,Rs./Quintal
Maharashtra,Cereals,Rice,27-09-2025,240.50,Metric Tonnes,4788.65,Rs./Quintal
Maharashtra,Cereals,Rice,28-09-2025,75.80,Metric Tonnes,5399.35,Rs./Quintal
Maharashtra,Cereals,Rice,29-09-2025,2024.50,Metric Tonnes,4240.36,Rs./Quintal
Maharashtra,Cereals,Rice,30-09-2025,289.10,Metric Tonnes,4896.40,Rs./Quintal
Maharashtra,Cereals,Rice,01-10-2025,285.30,Metric Tonnes,4792.39,Rs./Quintal
Maharashtra,Cereals,Rice,02-10-2025,24.40,Metric Tonnes,4975.41,Rs./Quintal
Maharashtra,Cereals,Rice,03-10-2025,482.60,Metric Tonnes,4342.64,Rs./Quintal
Maharashtra,Cereals,Rice,04-10-2025,163.90,Metric Tonnes,4033.46,Rs./Quintal
Maharashtra,Cereals,Rice,05-10-2025,2.00,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Cereals,Rice,06-10-2025,279.20,Metric Tonnes,4789.67,Rs./Quintal
Maharashtra,Cereals,Rice,07-10-2025,365.30,Metric Tonnes,4590.77,Rs./Quintal
Maharashtra,Cereals,Rice,08-10-2025,262.80,Metric Tonnes,4641.28,Rs./Quintal
